"variables","variable","value"
"Otu000089","run_1",0.0186666666666667
"Otu000090","run_1",0.0779220779220779
"Otu000091","run_1",0
"Otu000092","run_1",0
"Otu000093","run_1",0
"Otu000095","run_1",0
"Otu000096","run_1",0.139575168690958
"Otu000097","run_1",0
"Otu000098","run_1",0
"Otu000099","run_1",0
"Otu000101","run_1",0
"Otu000102","run_1",0
"Otu000105","run_1",0
"Otu000106","run_1",0
"Otu000107","run_1",0
"Otu000108","run_1",0.780644007386295
"Otu000109","run_1",0.120397633555528
"Otu000110","run_1",0.269610464829438
"Otu000111","run_1",0
"Otu000112","run_1",0
"Otu000113","run_1",0
"Otu000114","run_1",0
"Otu000115","run_1",0
"Otu000116","run_1",0
"Otu000117","run_1",0.0773391812865497
"Otu000118","run_1",0.0550095238095238
"Otu000119","run_1",0.100056022408964
"Otu000120","run_1",0
"Otu000121","run_1",0
"Otu000122","run_1",0
"Otu000123","run_1",0
"Otu000124","run_1",0
"Otu000125","run_1",0
"Otu000127","run_1",0
"Otu000128","run_1",0
"Otu000129","run_1",0.0184615384615385
"Otu000130","run_1",0
"Otu000132","run_1",0
"Otu000133","run_1",0.0720775729646697
"Otu000134","run_1",0
"Otu000135","run_1",0.046
"Otu000136","run_1",0.0645022104332449
"Otu000137","run_1",0.048
"Otu000138","run_1",0
"Otu000139","run_1",0
"Otu000140","run_1",0.0183333333333333
"Otu000141","run_1",0
"Otu000142","run_1",0
"Otu000143","run_1",0.0616783216783217
"Otu000144","run_1",0.0684491978609626
"Otu000145","run_1",0
"Otu000146","run_1",0
"Otu000147","run_1",0
"Otu000148","run_1",0
"Otu000149","run_1",0.0516666666666667
"Otu000150","run_1",0.0785677749360614
"Otu000151","run_1",0
"Otu000152","run_1",0
"Otu000153","run_1",0
"Otu000154","run_1",0
"Otu000155","run_1",0.214042863569179
"Otu000156","run_1",0
"Otu000157","run_1",0
"Otu000158","run_1",0.0183333333333333
"Otu000159","run_1",0
"Otu000160","run_1",0
"Otu000161","run_1",0
"Otu000162","run_1",0
"Otu000163","run_1",0
"Otu000164","run_1",0.0548370927318296
"Otu000165","run_1",0
"Otu000166","run_1",0
"Otu000167","run_1",0.160344939271255
"Otu000168","run_1",0
"Otu000169","run_1",0.143495249279385
"Otu000170","run_1",0
"Otu000171","run_1",0.016
"Otu000172","run_1",0.115578000473447
"Otu000173","run_1",0
"Otu000174","run_1",0
"Otu000175","run_1",0.035
"Otu000176","run_1",0
"Otu000177","run_1",0.229370015948963
"Otu000178","run_1",0
"Otu000180","run_1",0.96059697722398
"Otu000181","run_1",0
"Otu000182","run_1",0
"Otu000183","run_1",0
"Otu000184","run_1",0
"Otu000185","run_1",0
"Otu000186","run_1",0
"Otu000187","run_1",0
"Otu000188","run_1",0
"Otu000189","run_1",0
"Otu000191","run_1",0
"Otu000192","run_1",0
"Otu000193","run_1",0
"Otu000194","run_1",0.0585281385281385
"Otu000195","run_1",0
"Otu000196","run_1",0
"Otu000197","run_1",0
"Otu000198","run_1",0
"Otu000199","run_1",0.133641072750206
"Otu000200","run_1",0.042
"Otu000201","run_1",0
"Otu000202","run_1",0
"Otu000203","run_1",0
"Otu000204","run_1",0
"Otu000205","run_1",0
"Otu000206","run_1",0.429475650977401
"Otu000207","run_1",0.0960037112010797
"Otu000209","run_1",0
"Otu000210","run_1",0
"Otu000211","run_1",0
"Otu000212","run_1",0
"Otu000214","run_1",0.018
"Otu000215","run_1",0
"Otu000216","run_1",0.0357894736842105
"Otu000217","run_1",0
"Otu000218","run_1",0
"Otu000219","run_1",0
"Otu000220","run_1",0.0940834845735028
"Otu000221","run_1",0
"Otu000222","run_1",0
"Otu000223","run_1",0
"Otu000224","run_1",0
"Otu000225","run_1",0
"Otu000226","run_1",0
"Otu000227","run_1",0
"Otu000228","run_1",0
"Otu000229","run_1",0
"Otu000230","run_1",0
"Otu000231","run_1",0
"Otu000233","run_1",0
"Otu000234","run_1",0
"Otu000236","run_1",0
"Otu000237","run_1",0
"Otu000238","run_1",0
"Otu000240","run_1",0.0620833333333333
"Otu000241","run_1",0
"Otu000242","run_1",0
"Otu000243","run_1",0
"Otu000244","run_1",0.210632700632701
"Otu000245","run_1",0.0425371120107962
"Otu000246","run_1",0
"Otu000247","run_1",0
"Otu000248","run_1",0
"Otu000249","run_1",0
"Otu000250","run_1",0
"Otu000251","run_1",0
"Otu000252","run_1",0.0190909090909091
"Otu000253","run_1",0.015
"Otu000255","run_1",0.0184615384615385
"Otu000258","run_1",0
"Otu000259","run_1",0
"Otu000260","run_1",0
"Otu000261","run_1",0.0192
"Otu000262","run_1",0
"Otu000263","run_1",0
"Otu000264","run_1",0.0750735294117647
"Otu000265","run_1",0
"Otu000266","run_1",0
"Otu000267","run_1",0
"Otu000268","run_1",0
"Otu000269","run_1",0
"Otu000270","run_1",0
"Otu000271","run_1",0
"Otu000272","run_1",0.01875
"Otu000273","run_1",0
"Otu000274","run_1",0.0521739130434782
"Otu000275","run_1",0
"Otu000276","run_1",0
"Otu000277","run_1",0
"Otu000278","run_1",0.183797570850202
"Otu000280","run_1",0
"Otu000281","run_1",0
"Otu000282","run_1",0
"Otu000283","run_1",0
"Otu000284","run_1",0
"Otu000286","run_1",0
"Otu000287","run_1",0.0192
"Otu000288","run_1",0
"Otu000289","run_1",0.0625
"Otu000290","run_1",0
"Otu000291","run_1",0
"Otu000292","run_1",0
"Otu000293","run_1",0
"Otu000294","run_1",0
"Otu000296","run_1",0
"Otu000297","run_1",0
"Otu000298","run_1",0
"Otu000300","run_1",0
"Otu000301","run_1",0
"Otu000302","run_1",0.192765991902834
"Otu000303","run_1",0
"Otu000304","run_1",0
"Otu000305","run_1",0
"Otu000306","run_1",0
"Otu000307","run_1",0.0352941176470588
"Otu000308","run_1",0
"Otu000310","run_1",0
"Otu000311","run_1",0
"Otu000312","run_1",0
"Otu000313","run_1",0
"Otu000314","run_1",0
"Otu000315","run_1",0
"Otu000316","run_1",0.075187969924812
"Otu000317","run_1",0
"Otu000318","run_1",0
"Otu000319","run_1",0
"Otu000320","run_1",0.0476190476190476
"Otu000321","run_1",0
"Otu000322","run_1",0
"Otu000323","run_1",0.0190909090909091
"Otu000324","run_1",0.0550095238095238
"Otu000325","run_1",0
"Otu000326","run_1",0
"Otu000327","run_1",0.0585281385281385
"Otu000328","run_1",0.0798121457489879
"Otu000329","run_1",0
"Otu000330","run_1",0
"Otu000332","run_1",0
"Otu000333","run_1",0
"Otu000334","run_1",0
"Otu000335","run_1",0
"Otu000337","run_1",0
"Otu000338","run_1",0
"Otu000340","run_1",0
"Otu000342","run_1",0.0710600414078675
"Otu000343","run_1",0
"Otu000344","run_1",0
"Otu000345","run_1",0
"Otu000346","run_1",0.0714640198511166
"Otu000347","run_1",0
"Otu000348","run_1",0
"Otu000349","run_1",0
"Otu000350","run_1",0
"Otu000352","run_1",0
"Otu000353","run_1",0
"Otu000355","run_1",0
"Otu000356","run_1",0
"Otu000357","run_1",0
"Otu000358","run_1",0
"Otu000359","run_1",0.0363636363636364
"Otu000360","run_1",0
"Otu000361","run_1",0
"Otu000362","run_1",0
"Otu000363","run_1",0
"Otu000364","run_1",0
"Otu000367","run_1",0
"Otu000368","run_1",0.14056884635832
"Otu000369","run_1",0
"Otu000370","run_1",0
"Otu000372","run_1",0
"Otu000373","run_1",0
"Otu000374","run_1",0
"Otu000375","run_1",0
"Otu000376","run_1",0
"Otu000377","run_1",0
"Otu000378","run_1",0.015
"Otu000379","run_1",0
"Otu000380","run_1",0
"Otu000381","run_1",0.035
"Otu000382","run_1",0
"Otu000383","run_1",0.0532054560954817
"Otu000385","run_1",0
"Otu000386","run_1",0
"Otu000387","run_1",0
"Otu000388","run_1",0.0171428571428571
"Otu000389","run_1",0
"Otu000390","run_1",0
"Otu000391","run_1",0
"Otu000393","run_1",0
"Otu000395","run_1",0
"Otu000396","run_1",0
"Otu000397","run_1",0
"Otu000398","run_1",0
"Otu000399","run_1",0
"Otu000400","run_1",0
"Otu000401","run_1",0
"Otu000402","run_1",0
"Otu000403","run_1",0
"Otu000404","run_1",0
"Otu000406","run_1",0
"Otu000407","run_1",0
"Otu000408","run_1",0
"Otu000409","run_1",0.0380193236714976
"Otu000411","run_1",0
"Otu000412","run_1",0.0188888888888889
"Otu000414","run_1",0
"Otu000415","run_1",0
"Otu000416","run_1",0
"Otu000417","run_1",0
"Otu000418","run_1",0.0722
"Otu000419","run_1",0
"Otu000420","run_1",0
"Otu000421","run_1",0
"Otu000422","run_1",0
"Otu000423","run_1",0
"Otu000425","run_1",0
"Otu000427","run_1",0
"Otu000428","run_1",0
"Otu000429","run_1",0
"Otu000430","run_1",0
"Otu000431","run_1",0.157291489593549
"Otu000432","run_1",0
"Otu000433","run_1",0
"Otu000434","run_1",0
"Otu000435","run_1",0
"Otu000436","run_1",0
"Otu000438","run_1",0.0516923076923077
"Otu000439","run_1",0
"Otu000440","run_1",0.182499839341945
"Otu000441","run_1",0
"Otu000442","run_1",0
"Otu000443","run_1",0
"Otu000445","run_1",0
"Otu000447","run_1",0
"Otu000448","run_1",0.018
"Otu000449","run_1",0
"Otu000450","run_1",0.283685130658815
"Otu000451","run_1",0
"Otu000456","run_1",0
"Otu000458","run_1",0
"Otu000460","run_1",0
"Otu000462","run_1",0
"Otu000463","run_1",0.137295536005213
"Otu000464","run_1",0
"Otu000465","run_1",0
"Otu000466","run_1",0
"Otu000469","run_1",0
"Otu000470","run_1",0
"Otu000471","run_1",0
"Otu000473","run_1",0
"Otu000476","run_1",0.15531021039188
"Otu000478","run_1",0
"Otu000480","run_1",0
"Otu000483","run_1",0.351291863810946
"Otu000484","run_1",0.0487619047619047
"Otu000485","run_1",0.072
"Otu000486","run_1",0
"Otu000489","run_1",0
"Otu000491","run_1",0.0526696832579186
"Otu000492","run_1",0
"Otu000493","run_1",0
"Otu000494","run_1",0
"Otu000497","run_1",0
"Otu000498","run_1",0
"Otu000499","run_1",0
"Otu000501","run_1",0
"Otu000503","run_1",0
"Otu000504","run_1",0.0465071770334928
"Otu000505","run_1",0
"Otu000506","run_1",0
"Otu000507","run_1",0
"Otu000508","run_1",0
"Otu000510","run_1",0.0191304347826087
"Otu000512","run_1",0
"Otu000514","run_1",0
"Otu000515","run_1",0
"Otu000516","run_1",0
"Otu000517","run_1",0
"Otu000518","run_1",0
"Otu000520","run_1",0.0363636363636364
"Otu000521","run_1",0
"Otu000522","run_1",0
"Otu000523","run_1",0
"Otu000524","run_1",0
"Otu000527","run_1",0
"Otu000528","run_1",0
"Otu000529","run_1",0
"Otu000530","run_1",0
"Otu000532","run_1",0
"Otu000533","run_1",0
"Otu000534","run_1",0.0184615384615385
"Otu000535","run_1",0
"Otu000536","run_1",0.0166666666666667
"Otu000537","run_1",0.0352941176470588
"Otu000538","run_1",0
"Otu000540","run_1",0
"Otu000541","run_1",0
"Otu000542","run_1",0
"Otu000543","run_1",0
"Otu000545","run_1",0
"Otu000546","run_1",0
"Otu000547","run_1",0
"Otu000549","run_1",0
"Otu000552","run_1",0
"Otu000554","run_1",0
"Otu000557","run_1",0
"Otu000558","run_1",0
"Otu000559","run_1",0
"Otu000561","run_1",0
"Otu000563","run_1",0
"Otu000564","run_1",0
"Otu000565","run_1",0
"Otu000566","run_1",0
"Otu000567","run_1",0.0177777777777778
"Otu000568","run_1",0
"Otu000569","run_1",0
"Otu000570","run_1",0
"Otu000571","run_1",0
"Otu000572","run_1",0.14594957673905
"Otu000573","run_1",0
"Otu000574","run_1",0.0539074960127592
"Otu000576","run_1",0
"Otu000577","run_1",0
"Otu000579","run_1",0
"Otu000580","run_1",0
"Otu000581","run_1",0
"Otu000582","run_1",0
"Otu000586","run_1",0
"Otu000587","run_1",0
"Otu000588","run_1",0
"Otu000589","run_1",0
"Otu000590","run_1",0
"Otu000591","run_1",0
"Otu000592","run_1",0
"Otu000593","run_1",0
"Otu000594","run_1",0
"Otu000595","run_1",0
"Otu000597","run_1",0
"Otu000598","run_1",0
"Otu000600","run_1",0
"Otu000601","run_1",0
"Otu000604","run_1",0
"Otu000605","run_1",0
"Otu000606","run_1",0
"Otu000608","run_1",0
"Otu000609","run_1",0
"Otu000610","run_1",0
"Otu000612","run_1",0
"Otu000614","run_1",0
"Otu000615","run_1",0
"Otu000616","run_1",0
"Otu000617","run_1",0
"Otu000618","run_1",0
"Otu000620","run_1",0
"Otu000621","run_1",0
"Otu000622","run_1",0
"Otu000625","run_1",0.174811594202899
"Otu000627","run_1",0
"Otu000628","run_1",0
"Otu000630","run_1",0
"Otu000631","run_1",0
"Otu000633","run_1",0
"Otu000634","run_1",0
"Otu000637","run_1",0
"Otu000640","run_1",2.32645796898616
"Otu000645","run_1",0
"Otu000646","run_1",0
"Otu000648","run_1",0
"Otu000650","run_1",0
"Otu000653","run_1",0.0186666666666667
"Otu000654","run_1",0
"Otu000655","run_1",0
"Otu000657","run_1",0
"Otu000659","run_1",0.051
"Otu000660","run_1",0
"Otu000661","run_1",0
"Otu000662","run_1",0
"Otu000665","run_1",0
"Otu000668","run_1",0
"Otu000670","run_1",0
"Otu000672","run_1",0
"Otu000675","run_1",0
"Otu000676","run_1",0
"Otu000678","run_1",0
"Otu000679","run_1",0
"Otu000680","run_1",0
"Otu000681","run_1",0
"Otu000683","run_1",0
"Otu000685","run_1",0
"Otu000686","run_1",0
"Otu000687","run_1",0
"Otu000688","run_1",0
"Otu000691","run_1",0
"Otu000692","run_1",0
"Otu000693","run_1",0
"Otu000695","run_1",0
"Otu000696","run_1",0
"Otu000697","run_1",0
"Otu000698","run_1",0
"Otu000700","run_1",0
"Otu000701","run_1",0
"Otu000702","run_1",0.0628485829959514
"Otu000703","run_1",0
"Otu000704","run_1",0
"Otu000705","run_1",0
"Otu000707","run_1",0
"Otu000708","run_1",0
"Otu000709","run_1",0
"Otu000710","run_1",0
"Otu000712","run_1",0
"Otu000713","run_1",0
"Otu000714","run_1",0
"Otu000716","run_1",0
"Otu000717","run_1",0
"Otu000718","run_1",0
"Otu000719","run_1",0
"Otu000720","run_1",0
"Otu000721","run_1",0
"Otu000722","run_1",0
"Otu000723","run_1",0
"Otu000725","run_1",0
"Otu000729","run_1",0
"Otu000731","run_1",0
"Otu000732","run_1",0.0762222222222222
"Otu000733","run_1",0.0708041958041958
"Otu000734","run_1",0.0191666666666667
"Otu000736","run_1",0
"Otu000738","run_1",0
"Otu000739","run_1",0
"Otu000740","run_1",0
"Otu000741","run_1",0
"Otu000742","run_1",0
"Otu000744","run_1",0.0753000147427392
"Otu000745","run_1",0
"Otu000746","run_1",0
"Otu000748","run_1",0
"Otu000749","run_1",0
"Otu000750","run_1",0
"Otu000756","run_1",0
"Otu000757","run_1",0.0357894736842105
"Otu000759","run_1",0
"Otu000760","run_1",0
"Otu000761","run_1",0
"Otu000762","run_1",0
"Otu000764","run_1",0
"Otu000765","run_1",0.0166666666666667
"Otu000768","run_1",0
"Otu000769","run_1",0.036
"Otu000770","run_1",0
"Otu000771","run_1",0
"Otu000773","run_1",0
"Otu000778","run_1",0
"Otu000780","run_1",0
"Otu000781","run_1",0
"Otu000783","run_1",0
"Otu000785","run_1",0
"Otu000786","run_1",0.0365217391304348
"Otu000787","run_1",0.0361904761904762
"Otu000790","run_1",0
"Otu000794","run_1",0
"Otu000795","run_1",0
"Otu000797","run_1",0
"Otu000799","run_1",0
"Otu000800","run_1",0
"Otu000801","run_1",0
"Otu000802","run_1",0
"Otu000804","run_1",0
"Otu000805","run_1",0
"Otu000808","run_1",0
"Otu000810","run_1",0
"Otu000811","run_1",0
"Otu000812","run_1",0
"Otu000815","run_1",0
"Otu000817","run_1",0
"Otu000819","run_1",0
"Otu000822","run_1",0
"Otu000823","run_1",0
"Otu000825","run_1",0
"Otu000826","run_1",0
"Otu000827","run_1",0
"Otu000829","run_1",0
"Otu000830","run_1",0
"Otu000831","run_1",0
"Otu000832","run_1",0
"Otu000833","run_1",0
"Otu000835","run_1",0
"Otu000837","run_1",0
"Otu000838","run_1",0
"Otu000839","run_1",0
"Otu000840","run_1",0
"Otu000844","run_1",0
"Otu000845","run_1",0
"Otu000846","run_1",0
"Otu000848","run_1",0
"Otu000849","run_1",0
"Otu000850","run_1",0
"Otu000851","run_1",0
"Otu000852","run_1",0
"Otu000853","run_1",0.0190909090909091
"Otu000856","run_1",0
"Otu000857","run_1",0
"Otu000859","run_1",0
"Otu000860","run_1",0
"Otu000863","run_1",0
"Otu000865","run_1",0
"Otu000866","run_1",0
"Otu000867","run_1",0.0894331983805668
"Otu000869","run_1",0.015
"Otu000872","run_1",0
"Otu000873","run_1",0
"Otu000874","run_1",0
"Otu000875","run_1",0
"Otu000877","run_1",0
"Otu000878","run_1",0
"Otu000880","run_1",0
"Otu000883","run_1",0
"Otu000884","run_1",0
"Otu000886","run_1",0
"Otu000887","run_1",0
"Otu000888","run_1",0
"Otu000889","run_1",0
"Otu000892","run_1",0
"Otu000893","run_1",0
"Otu000894","run_1",0
"Otu000896","run_1",0
"Otu000897","run_1",0
"Otu000900","run_1",0
"Otu000901","run_1",0
"Otu000903","run_1",0
"Otu000905","run_1",0.0219607843137255
"Otu000906","run_1",0
"Otu000907","run_1",0
"Otu000908","run_1",0
"Otu000909","run_1",0
"Otu000911","run_1",0
"Otu000912","run_1",0
"Otu000917","run_1",0
"Otu000918","run_1",0
"Otu000925","run_1",0
"Otu000926","run_1",0
"Otu000928","run_1",0
"Otu000931","run_1",0
"Otu000933","run_1",0
"Otu000934","run_1",0
"Otu000935","run_1",0
"Otu000936","run_1",0
"Otu000939","run_1",0
"Otu000941","run_1",0
"Otu000943","run_1",0
"Otu000946","run_1",0
"Otu000948","run_1",0
"Otu000952","run_1",0
"Otu000953","run_1",0.037037037037037
"Otu000958","run_1",0
"Otu000960","run_1",0
"Otu000961","run_1",0.0363636363636364
"Otu000963","run_1",0
"Otu000964","run_1",0
"Otu000966","run_1",0.0191304347826087
"Otu000970","run_1",0
"Otu000971","run_1",0
"Otu000975","run_1",0
"Otu000980","run_1",0
"Otu000981","run_1",0
"Otu000984","run_1",0
"Otu000990","run_1",0
"Otu000991","run_1",0
"Otu000994","run_1",0
"Otu000997","run_1",0
"Otu001001","run_1",0
"Otu001003","run_1",0
"Otu001004","run_1",0
"Otu001005","run_1",0
"Otu001008","run_1",0
"Otu001009","run_1",0
"Otu001010","run_1",0
"Otu001011","run_1",0
"Otu001012","run_1",0
"Otu001014","run_1",0
"Otu001016","run_1",0
"Otu001017","run_1",0
"Otu001022","run_1",0
"Otu001023","run_1",0
"Otu001024","run_1",0
"Otu001026","run_1",0
"Otu001027","run_1",0.0166666666666667
"Otu001028","run_1",0
"Otu001030","run_1",0
"Otu001035","run_1",0
"Otu001036","run_1",0.0188235294117647
"Otu001041","run_1",0
"Otu001043","run_1",0
"Otu001045","run_1",0
"Otu001047","run_1",0.019
"Otu001049","run_1",0
"Otu001051","run_1",0
"Otu001053","run_1",0
"Otu001055","run_1",0
"Otu001056","run_1",0
"Otu001059","run_1",0
"Otu001060","run_1",0
"Otu001061","run_1",0
"Otu001063","run_1",0
"Otu001064","run_1",0
"Otu001066","run_1",0
"Otu001071","run_1",0
"Otu001073","run_1",0
"Otu001080","run_1",0
"Otu001086","run_1",0
"Otu001087","run_1",0
"Otu001089","run_1",0
"Otu001090","run_1",0
"Otu001095","run_1",0
"Otu001097","run_1",0
"Otu001101","run_1",0
"Otu001102","run_1",0
"Otu001103","run_1",0
"Otu001104","run_1",0
"Otu001106","run_1",0
"Otu001108","run_1",0
"Otu001109","run_1",0
"Otu001110","run_1",0
"Otu001111","run_1",0
"Otu001116","run_1",0
"Otu001119","run_1",0
"Otu001121","run_1",0
"Otu001126","run_1",0
"Otu001128","run_1",0.0623510466988728
"Otu001129","run_1",0
"Otu001130","run_1",0
"Otu001131","run_1",0
"Otu001133","run_1",0.0461538461538461
"Otu001134","run_1",0
"Otu001135","run_1",0
"Otu001137","run_1",0
"Otu001140","run_1",0.03
"Otu001141","run_1",0
"Otu001142","run_1",0.0352941176470588
"Otu001143","run_1",0
"Otu001145","run_1",0.0166666666666667
"Otu001151","run_1",0
"Otu001153","run_1",0
"Otu001158","run_1",0
"Otu001162","run_1",0
"Otu001167","run_1",0
"Otu001168","run_1",0
"Otu001170","run_1",0
"Otu001172","run_1",0
"Otu001173","run_1",0
"Otu001176","run_1",0.0183333333333333
"Otu001177","run_1",0
"Otu001179","run_1",0
"Otu001181","run_1",0.0184615384615385
"Otu001184","run_1",0
"Otu001186","run_1",0
"Otu001191","run_1",0
"Otu001194","run_1",0.0190909090909091
"Otu001199","run_1",0
"Otu001200","run_1",0.0166666666666667
"Otu001201","run_1",0.128502024291498
"Otu001202","run_1",0
"Otu001206","run_1",0
"Otu001207","run_1",0
"Otu001218","run_1",0
"Otu001223","run_1",0
"Otu001225","run_1",0
"Otu001234","run_1",0
"Otu001240","run_1",0
"Otu001242","run_1",0
"Otu001244","run_1",0
"Otu001248","run_1",0
"Otu001252","run_1",0
"Otu001253","run_1",0
"Otu001254","run_1",0
"Otu001259","run_1",0
"Otu001261","run_1",0.0458730158730159
"Otu001262","run_1",0
"Otu001266","run_1",0
"Otu001267","run_1",0
"Otu001269","run_1",0
"Otu001270","run_1",0
"Otu001271","run_1",0
"Otu001273","run_1",0.01875
"Otu001274","run_1",0
"Otu001275","run_1",0
"Otu001280","run_1",0
"Otu001284","run_1",0
"Otu001285","run_1",0
"Otu001288","run_1",0
"Otu001290","run_1",0
"Otu001291","run_1",0
"Otu001298","run_1",0
"Otu001300","run_1",0
"Otu001302","run_1",0
"Otu001303","run_1",0
"Otu001307","run_1",0
"Otu001308","run_1",0
"Otu001309","run_1",0
"Otu001311","run_1",0
"Otu001312","run_1",0
"Otu001313","run_1",0
"Otu001316","run_1",0
"Otu001317","run_1",0.0959114959114959
"Otu001318","run_1",0
"Otu001329","run_1",0
"Otu001334","run_1",0
"Otu001335","run_1",0
"Otu001338","run_1",0.0191304347826087
"Otu001340","run_1",0
"Otu001348","run_1",0
"Otu001354","run_1",0
"Otu001355","run_1",0
"Otu001357","run_1",0
"Otu001360","run_1",0
"Otu001363","run_1",0
"Otu001365","run_1",0
"Otu001367","run_1",0
"Otu001368","run_1",0
"Otu001372","run_1",0
"Otu001374","run_1",0
"Otu001376","run_1",0
"Otu001378","run_1",0
"Otu001379","run_1",0
"Otu001380","run_1",0
"Otu001381","run_1",0
"Otu001387","run_1",0
"Otu001390","run_1",0
"Otu001395","run_1",0
"Otu001400","run_1",0
"Otu001401","run_1",0
"Otu001402","run_1",0
"Otu001410","run_1",0
"Otu001411","run_1",0
"Otu001413","run_1",0
"Otu001414","run_1",0
"Otu001415","run_1",0
"Otu001419","run_1",0
"Otu001422","run_1",0
"Otu001423","run_1",0
"Otu001426","run_1",0.0742424242424242
"Otu001427","run_1",0.0190909090909091
"Otu001429","run_1",0
"Otu001430","run_1",0
"Otu001431","run_1",0.0601604278074866
"Otu001433","run_1",0
"Otu001441","run_1",0
"Otu001442","run_1",0
"Otu001444","run_1",0
"Otu001447","run_1",0.01875
"Otu001450","run_1",0
"Otu001451","run_1",0
"Otu001452","run_1",0
"Otu001455","run_1",0
"Otu001457","run_1",0
"Otu001459","run_1",0
"Otu001463","run_1",0
"Otu001469","run_1",0
"Otu001471","run_1",0
"Otu001472","run_1",0.016
"Otu001475","run_1",0
"Otu001478","run_1",0
"Otu001481","run_1",0
"Otu001482","run_1",0
"Otu001487","run_1",0
"Otu001488","run_1",0
"Otu001495","run_1",0
"Otu001500","run_1",0
"Otu001506","run_1",0
"Otu001508","run_1",0
"Otu001509","run_1",0
"Otu001511","run_1",0
"Otu001514","run_1",0
"Otu001518","run_1",0
"Otu001519","run_1",0
"Otu001520","run_1",0.0188235294117647
"Otu001524","run_1",0
"Otu001525","run_1",0
"Otu001531","run_1",0
"Otu001532","run_1",0
"Otu001534","run_1",0
"Otu001538","run_1",0
"Otu001541","run_1",0
"Otu001543","run_1",0.0188235294117647
"Otu001546","run_1",0
"Otu001555","run_1",0
"Otu001564","run_1",0
"Otu001579","run_1",0
"Otu001580","run_1",0
"Otu001586","run_1",0
"Otu001587","run_1",0
"Otu001589","run_1",0
"Otu001590","run_1",0
"Otu001593","run_1",0
"Otu001595","run_1",0
"Otu001599","run_1",0.0186666666666667
"Otu001600","run_1",0
"Otu001606","run_1",0.0890191387559808
"Otu001607","run_1",0.0133333333333333
"Otu001608","run_1",0
"Otu001622","run_1",0
"Otu001630","run_1",0.0188235294117647
"Otu001631","run_1",0
"Otu001639","run_1",0
"Otu001641","run_1",0
"Otu001642","run_1",0
"Otu001647","run_1",0
"Otu001648","run_1",0
"Otu001650","run_1",0
"Otu001655","run_1",0
"Otu001657","run_1",0
"Otu001658","run_1",0
"Otu001663","run_1",0
"Otu001664","run_1",0
"Otu001670","run_1",0
"Otu001672","run_1",0
"Otu001677","run_1",0
"Otu001678","run_1",0.0909774436090226
"Otu001680","run_1",0.0352941176470588
"Otu001681","run_1",0
"Otu001700","run_1",0
"Otu001703","run_1",0
"Otu001709","run_1",0
"Otu001714","run_1",0.01875
"Otu001718","run_1",0
"Otu001722","run_1",0
"Otu001724","run_1",0
"Otu001730","run_1",0
"Otu001734","run_1",0
"Otu001738","run_1",0
"Otu001739","run_1",0
"Otu001740","run_1",0
"Otu001743","run_1",0
